Serial,Date (YMD),Event,Provincia,Code Provincia,Departamento,Code Departamento,Comments,Cause,Description of Cause,Source,DataCards,Evacuated,lat,lon,rio1.nombre,rio1.distancia,rio2.nombre,rio2.distancia
4219-d,27/3/1973,FLOOD,Santa Fe,82,Vera,82133,Pérdidas en la producción agrícola y ganadera.Vías aneg. Ruta 13 cortada. Departamento de Vera: 300000 cabezas de ganado atrapadas por el agua. Muerte de animales. Cultivos de sorgo y girasol destruídos (DI6Author : MC DI6Date : 28-Mar),RAIN,,LN,1,1,-29.72572798,-60.28951287,CIRHBAS - LIM  LAGUNA EL BONETE - ARROYO GOLONDRIN,34.10230849797655,Aº Malabrigo - RN Nº11,61.20087807281548
4312-c,27/3/1973,FLOOD,Buenos Aires,6,San Cayetano,6742,Vías y viv. aneg. Dique Paso de las Piedras afec. Restricciones en el suministro de agua potable (DI6Author : MC DI6Date : 10-Mar),Llu y desb,Desb. Aº Napostá,LN - La Prensa,1,1,-38.6740577,-59.49935949,Quequen Grande - Necochea,83.21649934518933,Mar del Plata,221.97543494733299
4219-b,25/3/1973,FLOOD,Santa Fe,82,Vera,82133,Pérdidas en la producción agrícola y ganadera. Ruta 30 cortada. //Departamento de Vera: 300000 cabezas de ganado atrapadas por el agua. Muerte de animales. Cultivos de sorgo y girasol destruídos (DI6Author : MC DI6Date : 26-Mar),RAIN,,LN,1,1,-29.72572798,-60.28951287,CIRHBAS - LIM  LAGUNA EL BONETE - ARROYO GOLONDRIN,34.10230849797655,Aº Malabrigo - RN Nº11,61.20087807281548
4219-c,25/3/1973,FLOOD,Santa Fe,82,General Obligado,82049,Vías y viv. aneg. (DI6Author : MC DI6Date : 26-Mar),RAIN,,LN,1,1,-28.6765561,-59.7497004,Aº Las Garzas - RN Nº 11,31.181505624901703,Aº Malabrigo - RN Nº11,33.968463718087904
4312-a,25/3/1973,FLOOD,Buenos Aires,6,Coronel Pringles,6196,Sala de bombeo anegada. Se interrumpió el suministro de agua potable (DI6Author : MC DI6Date : 10-Mar),Llu y desb,Desb. Río Sauce Grande,Cl,1,1,-37.9951979,-60.8897785,Aº Vallimanca - RN 226,88.06692792110118,Aº Tapalqué - Av de los Trabaj,88.62820257010453
4312-b,25/3/1973,FLOOD,Buenos Aires,6,Bahia Blanca,6056,Vías y viv. aneg. Zona Parque de Mayo afec. Restricciones en el suministro de agua potable por aneg. Dique Paso de las Piedras (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desb. Aº Napostá y Río Sauce Grande,Cl - La Prensa,1,1,-38.68387462,-62.21595631,Sauce Grande - RN Nº3,57.8515389651086,Colorado - Pedro Luro,66.94952732224347
4278-c,24/3/1973,FLOOD,Chaco,22,OHiggins,22112,Campos aneg. Perd. cosechas. Inicio: 24-3. Fin noticia: 6-5 (DI6Author : MC DI6Date : 11-Mar),RAIN,,Cl - LN,1,1,-27.28230625,-60.80237676,CIRHBAS - LIM CANAL LINEA PARANA TRAMO IV,40.043228377001626,CIRHBAS - LIM BAJO CHOROTIS-RN 95,74.92875248111163
4278-b,24/3/1973,FLOOD,Chaco,22,Fray Justo Santa Maria de Oro,22043,Campos aneg. Perd. cosechas. Loc. incomunicadas: Santa Sylvina y Chorotis. Inicio: 24-3. Fin noticia: 6-5 (DI6Author : MC DI6Date : 11-Mar),RAIN,,Cl - LN,1,1,-27.86749866,-61.32540304,CIRHBAS - LIM BAJO CHOROTIS-RN 95,12.15618271631195,CIRHBAS - LIM  LAGUNA EL BONETE - ARROYO GOLONDRIN,119.32124576187152
4219-a,23/3/1973,FLOOD,Santa Fe,82,9 de Julio,82077,Daños en rieles del ferrocarril. Ruta 13 cortada. Declarada zona de emergencia agropecuaria. Cultivos de algodón afec. Inicio: 23-3. Fin noticia: 28-3 Situación grave (DI6Author : MC DI6Date : 24-Mar),RAIN,,LN,1,1,-29.0758472,-61.73625069,CIRHBAS - LIM MOJON DE FIERRO-CANAL INTERPROVINCIA,18.625517117512356,CIRHBAS - LIM BAJO CHOROTIS-RN 95,67.54159165520696
4218-a,21/3/1973,FLOOD,Cordoba,14,Cruz del Eje,14028,Explosión de una compuerta del Dique. Dest. puente. Pérdidas garbanzos  algodón y olivares. Vías y viv. aneg. Pozos negros aneg. son focos de infección. Isectos y víboras. Escurrimiento: 700 m3/seg. (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desb. río Cruz del Eje  rotura Dique Cruz del Eje,Cl - LN,1,1,-31.0893001,-65.0484771,Durazno - La Florida,61.722419666087774,Anizacate - Santa Ana,63.558630631795516
4217-a,21/3/1973,FLOOD,Buenos Aires,6,Trenque Lauquen,6826,Vías aneg. Descarrila un tren de carga. 8 vagones con ganado vacuno. 62 cabezas muertas (DI6Author : MC DI6Date : 22-Mar),RAIN,,LN,1,1,-36.0383096,-62.8210281,Lag. La Picasa-Inter. Can. A22,93.04489987188573,Quinto - RP Nº26,111.68542629609908
4216-a,20/3/1973,FLOOD,Santa Fe,82,Rosario,82084,Zonas bajas aneg. (DI6Author : MC DI6Date : 21-Mar),Llu y desb,Desb. Ríos Paraná y Saladillo,LN,1,1,-33.07901008,-60.91379957,Carcarañá - Pueblo Andino,22.584008052411665,San Lorenzo (San Martín),28.075157910012102
4215-a,20/3/1973,FLOOD,Neuquen,58,Picunches,58105,Viv. aisladas. Pérdidas en sembrados y animales de corral. Vías aneg. (DI6Author : MC DI6Date : 11-Mar),RAIN,,LN,1,1,-38.34971979,-69.93995142,Neuquén - Chos Malal -RN40,48.070541101232884,Neuquen - Paso de Indios,60.19814002311586
4302-a,19/3/1973,FLOOD,Mendoza,50,General Alvear,50014,Vías y viv. aneg. Soc: Mun. Gral Alvear. (DI6Author : MC DI6Date : 10-Mar),Llu y desb,Desb. Río Atuel,Cl,1,1,-35.16899569,-66.50196772,Desaguadero - Canalejas,0.6205720465588841,Salado - Santa Isabel,61.36867404001478
1508-a,19/3/1973,FLOOD,Cordoba,14,General San Martin,14042,Vías aneg. Problemas de tránsito (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Crecida del Río Tercero,LN,1,1,-32.34123693,-62.99621706,Tercero - Villa María,27.92880299710864,Cuarto - La Carlota LIM,62.97624166279549
1508-b,19/3/1973,FLOOD,Cordoba,14,General San Martin,14042,Vías y viv. aneg. en sectores ribereños. 70 flias. ev. (DI6Author : MC DI6Date : ),Llu y desb,Crecida del Río Tercero,Cl - LN,1,1,-32.34123693,-62.99621706,Tercero - Villa María,27.92880299710864,Cuarto - La Carlota LIM,62.97624166279549
4278-e,19/3/1973,FLOOD,Chaco,22,Mayor Luis J Fontana,22098,Campos inundados. Muerte de animales. Pérdidas en cultivos de algodón. Inicio: 19-3. Fin noticia: 18-6 (DI6Author : MC DI6Date : 11-Mar),RAIN,,LN,1,1,-27.68955287,-60.83488783,CIRHBAS - LIM CANAL LINEA PARANA TRAMO IV,21.35589766093009,CIRHBAS - LIM BAJO CHOROTIS-RN 95,61.36452124572889
4278-a,19/3/1973,FLOOD,Chaco,22,Mayor Luis J Fontana,22098,R. 95 cortada. Servicio agua potable afec. Aguas contaminadas. Campos aneg. Muerte animales. Perd.algodón. Villa Angela (200 ev  50 viv.af.)  Coronel Du Graty y otras loc. del depto. con ev. y viv. aneg. Soc: Dirección de Hidráulica Pcial. Inicio: 19-3. Fin noticia: 6-5 (DI6Author : MC DI6Date : 11-Mar),RAIN,700 mm/ 40 días,Cl - LN,1,1,-27.68955287,-60.83488783,CIRHBAS - LIM CANAL LINEA PARANA TRAMO IV,21.35589766093009,CIRHBAS - LIM BAJO CHOROTIS-RN 95,61.36452124572889
4213-a,19/3/1973,FLOOD,Catamarca,10,Capital,10049,Vías y viv. aneg. (DI6Author : MC DI6Date : 11-Mar),RAIN,,LN,1,1,-28.33210754,-65.89406586,Del Valle - Huaycama,14.382930900697808,Del Campo - Cabo San Miguel,42.33558861843545
4249-d,19/3/1973,FLOOD,Buenos Aires,6,Bolivar,6105,Vías y viv. aneg. (DI6Author : MC DI6Date : 10-Mar),RAIN,Agua procedente del sur santafesino,Cl - LN,1,1,-36.002259,-60.623087,Aº Vallimanca - RN 226,42.03950605054122,Aº Tapalqué - Av de los Trabaj,59.29254048526107
4249-c,19/3/1973,FLOOD,Buenos Aires,6,Bolivar,6105,Depto. declarado en estado de emergencia agrop. Pérdidas en cultivos de sorgo  girasol y maiz. Ganado ev. y muerto. Campos aneg. Loc. afec.: El Porvenir. Soc.: Vialidad Nacional  Dirección Hidráulica de la Pcia. Inicio: 19-3. Fin noticia: 8-7 (DI6Author : MC DI6Date : 10-Mar),RAIN,800 mm/ Feb-Mar  aguas provenientes del NE,Cl - LN,1,1,-36.002259,-60.623087,Aº Vallimanca - RN 226,42.03950605054122,Aº Tapalqué - Av de los Trabaj,59.29254048526107
4211-f,18/3/1973,FLOOD,Santiago del Estero,86,Atamisqui,86021,Vías y viv. aneg. Inicio: 18-3. Fin noticia: 24-3 (DI6Author : MC DI6Date : 10-Mar),Llu y desb,Desb. Río Dulce,Cl - LN,1,1,-28.82072,-63.74698,Dulce - Villa San Martín,37.58959432917946,Salado - Suncho Corral,55.343902866965
4211-e,18/3/1973,FLOOD,Santiago del Estero,86,Choya,86063,Vías y viv. aneg. Inicio: 18-3. Fin noticia: 24-3 (DI6Author : MC DI6Date : 19-Mar),Llu y desb,Desb. Río Dulce,Cl - LN,1,1,-28.59957504,-64.66501617,Dulce III – Los Quiroga,55.46925302650579,Dulce - La Escuela - Río Hondo,56.140210214301526
4211-g,18/3/1973,FLOOD,Santiago del Estero,86,Atamisqui,86021,Vías y viv. aneg. Inicio: 18-3. Fin noticia: 24-3 Siguen ev.// (DI6Author : MC DI6Date : 10-Mar),Llu y desb,Desb. Río Dulce,LN,1,1,-28.82072,-63.74698,Dulce - Villa San Martín,37.58959432917946,Salado - Suncho Corral,55.343902866965
4211-d,18/3/1973,FLOOD,Santiago del Estero,86,Atamisqui,86021,Vías y viv. aneg. Inicio: 18-3. Fin noticia: 24-3 Siguen evacuados (DI6Author : MC DI6Date : 10-Mar),RAIN,,Cl - LN,1,1,-28.82072,-63.74698,Dulce - Villa San Martín,37.58959432917946,Salado - Suncho Corral,55.343902866965
4211-b,18/3/1973,FLOOD,Santiago del Estero,86,Atamisqui,86021,Vías y viv. aneg. Inicio: 18-3. Fin noticia: 24-3 Siguen ev. (DI6Author : MC DI6Date : 19-Mar),Llu y desb,Desb. Río Dulce,Cl - LN,1,1,-28.82072,-63.74698,Dulce - Villa San Martín,37.58959432917946,Salado - Suncho Corral,55.343902866965
4211-i,18/3/1973,FLOOD,Santiago del Estero,86,Atamisqui,86021,Vías y viv. aneg.Inicio: 18-3. Fin noticia: 24-3 Siguen evacuados (DI6Author : MC DI6Date : 10-Mar),RAIN,,LN,1,1,-28.82072,-63.74698,Dulce - Villa San Martín,37.58959432917946,Salado - Suncho Corral,55.343902866965
4211-c,18/3/1973,FLOOD,Santiago del Estero,86,Atamisqui,86021,Vías y viv. aneg. Inicio: 18-4. Fin noticia: 24-3 Siguen ev. (DI6Author : MC DI6Date : 10-Mar),Llu y desb,Desb. Río Dulce,LN,1,1,-28.82072,-63.74698,Dulce - Villa San Martín,37.58959432917946,Salado - Suncho Corral,55.343902866965
4211-h,18/3/1973,FLOOD,Santiago del Estero,86,Atamisqui,86021,Vías y viv. aneg. Inicio: 18-3. Fin noticia: 24-3 Siguen evacuados (DI6Author : MC DI6Date : 10-Mar),Llu y desb,Desb. Río Dulce,LN,1,1,-28.82072,-63.74698,Dulce - Villa San Martín,37.58959432917946,Salado - Suncho Corral,55.343902866965
4288-a,18/3/1973,FLOOD,San Luis,74,La Capital,74056,Vías aneg. Derrumbe de techos viv. Un muerto sepultado por escombros (DI6Author : MC DI6Date : 11-Mar),RAIN,90 mm,Cl,1,1,-33.36877796,-66.40741813,Grande - Ruta Provincia Nº 9,39.540890516075784,Trapiche - Hosteria El Trapich,40.03351168993494
4213-b,18/3/1973,FLOOD,Catamarca,10,El Alto,10056,Vías y viv. aneg. Inicio: 18-3. Fin noticia: 24-3 Siguen evacuados (DI6Author : MC DI6Date : 11-Mar),RAIN,,LN,1,1,-28.37478,-65.15865,Dique Sotomayor - Aguas abajo,17.543914140615858,Chico - RN Nº157 Monteagudo,41.56077785710969
4211-a,17/3/1973,FLOOD,Santiago del Estero,86,Atamisqui,86021,Animales muertos. Cultivos de alfalfa  maíz y algodón dest. Vías aneg. Inicio: 17-3. Fin noticia: 24-3 Siguen evacuados (DI6Author : MC DI6Date : 18-Mar),Llu y desb,Desb. Río Dulce,Cl - LN,1,1,-28.82072,-63.74698,Dulce - Villa San Martín,37.58959432917946,Salado - Suncho Corral,55.343902866965
4208-b,17/3/1973,FLOOD,Santa Fe,82,La Capital,82063,Vías y viv. aneg. //Inicio: 16-3 //Fin noticia: 19-3 Evacuados (DI6Author : MC DI6Date : 18-Mar),Llu y desb,Lluvias 103 mm. Desb. Río Paraná,LN,1,1,-31.18858147,-60.62677383,Sis. Setúbal-Sta. Fé-La Guard.,24.73041989897728,Colastiné - RN N° 168,25.92938196910656
4208-a,17/3/1973,FLOOD,Santa Fe,82,Castellanos,82021,Disminuyó la producción lechera. Dificultades para trabajar en zonas rurales. 70000 cabezas de ganado afec. //Lluvias: 950 mm. en todo el año (DI6Author : MC DI6Date : 18-Mar),RAIN,Lluvias 78 mm.,LN,1,1,-31.38184929,-61.37005997,Aº Cululú - Grutly,43.754334853849876,Aº Colastiné - Autopista - A01,54.270098447064875
4296-c,17/3/1973,FLOOD,Mendoza,50,Lavalle,50056,Ruta principal aneg. (DI6Author : MC DI6Date : 11-Mar),OVERFLOW,Desb. de un canal derivado del canal Cacique Guaymallén,Cl,1,1,-32.81013676,-67.22178208,Desaguadero - Salto de la Tosc,79.52351579968695,Atuel - Carmensa,115.68240825605169
4281-c,17/3/1973,FLOOD,Mendoza,50,Las Heras,50049,Vías aneg. (DI6Author : MC DI6Date : 18-Mar),RAIN,,Cl,1,1,-32.24008942,-69.45531464,De los Patos - La Plateada,27.279386150432266,Atuel - Algarrobo del Águila,308.87005181919204
4281-b,17/3/1973,FLOOD,Mendoza,50,Las Heras,50049,Vías aneg. (DI6Author : MC DI6Date : 18-Mar),RAIN,,Cl,1,1,-32.24008942,-69.45531464,De los Patos - La Plateada,27.279386150432266,Atuel - Algarrobo del Águila,308.87005181919204
4280-a,17/3/1973,FLOOD,Cordoba,14,Capital,14014,Bº ribereños aneg. Lluvias desde el 15-3. Menor intensidad que la inundación del 7-3. Soc.: Defensa Civil. 19-3 Quedan 700 ev. (DI6Author : MC DI6Date : 11-Mar),RAIN,42 3 mm/ 24 hs.  desb. Río Primero,Cl - LN,1,1,-31.47878838,-64.14509583,Segundo - Despeñaderos RN Nº 3,24.04002557602783,Guanasacate - Jesús Maria,25.4017512571991
4280-b,17/3/1973,FLOOD,Cordoba,14,Capital,14014,Vías y viv. aneg. Ruta E-55 aneg. (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desb. Río Primero,Cl - LN,1,1,-31.47878838,-64.14509583,Segundo - Despeñaderos RN Nº 3,24.04002557602783,Guanasacate - Jesús Maria,25.4017512571991
4233-b,17/3/1973,FLOOD,Buenos Aires,6,Pehuajo,6609,Aneg.: V.  Bº Belgrano  Frigorífico Guinea  Club Deportivo  Cementerio  Esc. nº 30. 1 m de agua en viv. Corte R. Nac 226  R. Pcial 86 y FFCC Sarmiento. Contaminación agua  ascenso nivel freático. Casos de tifus. Dest. pista aeródromo pcial. Soc.: Vialidad Nac.  Dirección de Hidráulica  Fuerza Aérea  Ministerio de Bienestar Social. Inicio: 17-3. Fin noticia: 10-8 (DI6Author : MC DI6Date : 10-Mar),Llu y desb,1547 mm/ Ene-Feb  desb. Laguna Salada,Cl - LN,1,1,-35.6179927,-62.0046671,Compuerta Alternativa Norte AD,72.84381648860773,Lag. La Picasa-Inter. Can. A22,75.72922237739574
4233-a,17/3/1973,FLOOD,Buenos Aires,6,Pehuajo,6609,Aneg. R. Pcial 86 y R. Nac 5 y 226  vías FFCC Sarmiento  campos. Muerte ganado  350000 cab. ev. Susp. clases.Soc.: Poder Ejecutivo Pcial. Loc. afec.: Francisco Madero (150 ev. vías  viv. y campos aneg.)  Albariño  Alagón  Gamen  Gnecco  Abel  Ancón  Girondo  Mones Cazón  Las Juanitas  Inocencio Sosa y Larramendi. Inicio: 17-3. Fin noticia: 12-8 (DI6Author : MC DI6Date : 10-Mar),RAIN,1000 mm/ 70 días,Cl - LN- La Prensa,1,1,-35.6179927,-62.0046671,Compuerta Alternativa Norte AD,72.84381648860773,Lag. La Picasa-Inter. Can. A22,75.72922237739574
4233-c,17/3/1973,FLOOD,Buenos Aires,6,Hipolito Yrigoyen,6406,23-3 Depto declarado estado de emergencia agropecuaria. Dest. cultivos de sorgo  girasol y maiz. Ganado ev. Loc. afec.: Henderson  María Lucina y Herrera Vegas (tráfico de hacienda paralizada  vías aneg.). Soc.: Poder Ejecutivo Pcila. Inicio: 17-3. Fin noticia: 8-7 (DI6Author : MC DI6Date : 10-Mar),RAIN,,Cl - LN,1,1,-36.1793412,-61.6445672,Aº Vallimanca - RN 226,77.29582339970858,Canal Regulador N°4 - La Pantanosa,101.47307517299704
4233-q,17/3/1973,FLOOD,Buenos Aires,6,Carlos Tejedor,6154,Ruta 226 aneg. Camino Timote-Pasteur 3 km aneg. Depto. declarado en estado de emergencia agrop. Campos aneg. Pérdidas en cultivos de girasol  maiz y sorgo. Ganado ev. Loc. afec.: Timote  Encina  Hereford  Esteban de Luca. Inicio: 17-3. Fin noticia: 1-8 Sigue el aneg. (DI6Author : MC DI6Date : 10-Mar),Llu y desb,Desb. arroyos y lagunas,LN - La Prensa,1,1,-35.26376343,-62.67741013,Lag. La Picasa-Inter. Can. A22,51.03904959209983,Quinto - RP Nº26,110.49075107419625
4233-o,17/3/1973,FLOOD,Buenos Aires,6,Carlos Casares,6147,Depto. declarado en estado de emergencia agrop. Campos aneg. Actividad agrop. paralizada. Pérdida de cultivos de maiz  girasol y sorgo. Ganado ev. y perdido. Loc. aisladas y con ev.: Ordoqui  Hortensia  Belloq  Cadret  La Sofía y Centenario. Soc.: Vialidad Nac. Dirección Hidráulica de la Pcia. Inicio: 17-3. Fin noticia: 2-8 Sigue el aneg. (DI6Author : MC DI6Date : 10-Mar),RAIN,,Cl - LN- La Prensa,1,1,-35.83601,-61.43436,Aº Vallimanca - RN 226,60.468418209941206,Salado - RP Nº50,81.10421846286289
4205-a,16/3/1973,FLOOD,Rio Negro,62,Valcheta,62084,Vías y viv. aneg. Casos de gastroenteritis (DI6Author : MC DI6Date : 17-Mar),Llu y desb,Desb. Arroyo Salado,Cl - LN,1,1,-41.21434552,-66.33830967,Chubut - Ameghino,111.58207375536729,Colorado - Pichi Mahuida,186.49268715328748
4296-a,16/3/1973,FLOOD,Mendoza,50,Godoy Cruz,50021,Durrumbe de inmuebles. Vías y viv. aneg en barrios Villa del Parque  Palumbo  Empleados de Comercio  SUPE y Gráficos (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desb. Río Mendoza,Cl,1,1,-32.92152832,-68.85492318,Mendoza - Guido,42.57221442598251,De los Patos - La Plateada,98.93171921383119
4296-b,16/3/1973,FLOOD,Mendoza,50,Capital,50007,Barrios bajos y Juan XXIII aneg. (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desb. Río Mendoza,Cl,1,1,-32.87749385,-68.85278707,Mendoza - Guido,42.83537185120038,De los Patos - La Plateada,98.42604122569968
4294-a,14/3/1973,FLOOD,Buenos Aires,6,La Plata,6441,Hospital de Niños: subsuelo anegado. 2000 teléfonos incomunicados. Vías y viv. aneg. Soc.: Bomberos (DI6Author : MC DI6Date : 11-Mar),RAIN,Lluvia 50 mm.,Cl - LN,1,1,-35.03880607,-58.05930616,La Plata,23.313993432925944,La Plata,24.225339560138988
4122-d,9/3/1973,FLOOD,Cordoba,14,Punilla,14091,Bloqueo R. E-55 hacia La Calera por derrumbe cerros. 10000 ev. en la pcia (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Lluvias 120 mm. Desb. Río Primero,Cl - LN,1,1,-31.10580063,-64.59128571,Anizacate - Santa Ana,28.5727111930207,Guanasacate - Jesús Maria,55.99832189639955
4122-e,9/3/1973,FLOOD,Cordoba,14,Calamuchita,14007,Ver 4122-a (DI6Author : MC DI6Date : 11-Mar),RAIN,,LN,1,1,-32.09286214,-64.56387845,Anizacate - Santa Ana,19.43228517674042,De Las Barrancas-A.Corral RP23,33.310176859747486
4112-e,8/3/1973,FLOOD,Tucuman,90,Simoca,90091,Vías y viv. aneg. Animales muertos y cultivos afec. Ruta nº 301 aneg.Total 4112-e  k  l: más de 2000 evacuados (DI6Author : MC DI6Date : 09-Mar),RAIN,,Cl - LN,1,1,-27.40925026,-65.26894379,Chico - RN Nº157 Monteagudo,5.211705075146754,Seco - RN Nº 157,6.380155192131833
4112-l,8/3/1973,FLOOD,Tucuman,90,Rio Chico,90077,Vías y viv. aneg. Ver 4112-e (DI6Author : MC DI6Date : 10-Mar),RAIN,,LN,1,1,-27.4543092,-65.603622,Los Sosa - RP30 km19,16.62185458792648,Segundo (Plujunta) - RP Nº 17,357.12279619242116
4112-k,8/3/1973,FLOOD,Tucuman,90,Rio Chico,90077,Vías y viv. aneg. Ver 4112-e (DI6Author : MC DI6Date : 10-Mar),RAIN,,LN,1,1,-27.4543092,-65.603622,Los Sosa - RP30 km19,16.62185458792648,Segundo (Plujunta) - RP Nº 17,357.12279619242116
4119-a,8/3/1973,FLOOD,Mendoza,50,Las Heras,50049,(DI6Author : MC DI6Date : 11-Mar),RAIN,,Cl,1,1,-32.24008942,-69.45531464,De los Patos - La Plateada,27.279386150432266,Atuel - Algarrobo del Águila,308.87005181919204
4112-j,7/3/1973,FLOOD,Tucuman,90,Simoca,90091,Ruta nº 35 cortada. Un bombero y un vecino muertos: aplastados por un tractor. (DI6Author : MC DI6Date : 08-Mar),RAIN,,LN,1,1,-27.40925026,-65.26894379,Chico - RN Nº157 Monteagudo,5.211705075146754,Seco - RN Nº 157,6.380155192131833
4119-b,7/3/1973,FLOOD,Mendoza,50,Rivadavia,50084,Viv. derrumbadas. Vías y viv. aneg. Lluvia desde hace varios días (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desb. Río Tunuyán,Cl - LN,1,1,-33.4740166,-68.80969287,Mendoza - Guido,52.539999305071085,De los Patos - La Plateada,114.112994524958
4297-a,7/3/1973,FLOOD,La Pampa,42,Puelen,42112,Vías y viv. aneg. 3 viv. dest. por lluvia (DI6Author : MC DI6Date : 11-Mar),RAIN,114 mm /24 hs.,LN,1,1,-37.95782503,-67.82531198,Negro - Isla Jordán,46.45028169651743,Neuquén - Neuquén,46.9078611520653
4311-a,7/3/1973,FLOOD,Corrientes,18,Capital,18021,(DI6Author : MC DI6Date : 11-Mar),RAIN,Lluvia 66 mm.,LN,1,1,-27.4064,-58.78276,Paraná - Corrientes,6.407280926805932,Corrientes,7.056348757607762
4116-d,7/3/1973,FLOOD,Catamarca,10,Tinogasta,10105,Caminos cortados. Vías y viv. aneg. (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Lluvias. Desb. Río Abaucán,LN,1,1,-27.09210847,-67.81896152,Abaucán - Tinogasta,43.567025454002525,Los Sosa - RP30 km19,242.72219313315563
4116-c,7/3/1973,FLOOD,Catamarca,10,Santa Rosa,10098,Vías y viv. aneg. (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Lluvias 135 mm. Desb. Río Santa Rosa,LN,1,1,-28.04503194,-65.27845615,Marapa - RN Nº 157 Lamadrid,18.43141934798908,Chico - RN Nº157 Monteagudo,24.406138341930497
4112-d,6/3/1973,FLOOD,Tucuman,90,Leales,90056,Rutas y caminos dest. Vías y viv. aneg. Inicio: 6-3. Fin: 9-3. Ver 4112-c// (DI6Author : MC DI6Date : 07-Mar),RAIN,,Cl - LN,1,1,-27.14003944,-65.13464356,Salí - Simoca,13.293386911395778,Salí - Alta Gracia,19.901092098047034
4110-b,6/3/1973,FLOOD,Mendoza,50,Maipu,50070,Ruta 7  km 12 anegada. Demoras en el servicio de transporte. Corte tel. y electricidad (DI6Author : MC DI6Date : 07-Mar),RAIN,,LN,1,1,-32.94093297,-68.64291679,San Juan - Dique de la Rosa,58.24841661513378,Mendoza - Guido,66.1534651998783
4113-b,6/3/1973,FLOOD,Jujuy,38,Capital,38021,3 barrios evacuados. Ver 4113-a (DI6Author : MC DI6Date : 11-Mar),RAIN,,Cl - LN,1,1,-24.02938843,-65.64742279,Arenales - El Encon,37.7897471355846,Las Conchas - Coropampa,69.38287109333373
4122-c,6/3/1973,FLOOD,Cordoba,14,Punilla,14091,Vías y viv. aneg.Brandas de un puente arrasadas. Pavimento de ruta deteriorado. Soc.: Policía. 10000 ev. en la pcia (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Lluvias durante 30 hs. Desb. Río Primero y Dique San Roque,Cl - LN,1,1,-31.10580063,-64.59128571,Anizacate - Santa Ana,28.5727111930207,Guanasacate - Jesús Maria,55.99832189639955
4122-b,6/3/1973,FLOOD,Cordoba,14,Colon,14021,Rutas  vías y viv. aneg. Bloques en R. E-55 por derrumbe cerros. Soc.: Ejército. 10000 ev. en la pcia. (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Lluvias durante 30 hs. Desb. Río Primero,Cl - LN,1,1,-31.25624481,-63.95340394,Guanasacate - Jesús Maria,20.699336046676912,Tercero - Piedras Moras,54.15920650202622
4122-a,6/3/1973,FLOOD,Cordoba,14,Capital,14014,Comercios anegados  autos bloqueados en las calles  V. Belgrano  Providencia  Bella Vista  V. Paez  San Vicente  V. Warcalde y V. Arguello.10000 ev. en la pcia. (DI6Author : MC DI6Date : 11-Mar),Llu y desb,114 mm/ 12 hs.  desb. Río Primero,Cl - LN,1,1,-31.47878838,-64.14509583,Segundo - Despeñaderos RN Nº 3,24.04002557602783,Guanasacate - Jesús Maria,25.4017512571991
